tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2014-12-14,MWYPV81,VOLKSWAGEN,GOLF,2001,149909,8058,1257
2016-05-23,IYT81GQ,MERCEDES,E250,2014,196284,10000,481
2013-01-18,AVR163D,MERCEDES,E200,2001,108503,1227,916
2017-06-20,ROLSN13,MERCEDES,C180,2010,143669,4539,1615
2015-12-13,M1YGS4V,VOLKSWAGEN,JETTA,2011,136237,7290,853
2010-10-09,20K1L09,FORD,ESCORT,2005,115075,2772,693
2017-05-02,DPRCZ1V,FORD,FOCUS,2017,9212,9229,1363
2017-09-02,3KK9ZCT,MERCEDES,S350,2006,64323,7876,375
2016-03-21,DK1K6GN,FIAT,ALBEA,2004,171656,753,1772
2015-06-21,S8BXPWU,VOLKSWAGEN,PASSAT,2008,127015,8604,1333
2019-10-27,U5BXMCQ,VOLKSWAGEN,PHOETON,2008,121468,5703,599
2014-03-10,1P1FOBB,FIAT,ALBEA,2002,101448,2742,1881
2017-09-21,QJ5I4G8,VOLKSWAGEN,JETTA,2014,118102,7245,1893
2019-03-07,RN78LI9,MERCEDES,E250,2018,161792,8858,1699
2011-12-25,WWK3QAJ,VOLKSWAGEN,PHOETON,2011,4686,6808,1346
2010-12-27,9TSWSS7,VOLKSWAGEN,PHOETON,2004,136968,8046,1293
2016-07-08,OKIQM49,FIAT,LINEA,2010,166642,2126,1901
2016-05-05,B2KF4PM,FIAT,SPIDER,2003,158324,8880,1416
2014-05-17,LDOD0DI,MERCEDES,E200,2008,65440,8851,1249
2015-08-21,EZJQ8GJ,FORD,KUGA,2007,109884,4452,657
2014-10-12,L5WDUE3,VOLVO,S40,2012,72623,2267,1207
2016-03-31,WDYTURY,FORD,FOCUS,2015,13804,3494,1654
2012-11-24,8FYYD6I,MERCEDES,C180,2002,44113,4989,1688
2019-03-01,OIHP0KJ,FIAT,DOBLO,2017,133657,254,1309
2015-06-09,F17JEKT,FORD,ESCORT,2008,98395,7661,1552
2013-10-06,OXS9CZT,FIAT,SPIDER,2003,193611,5939,706
2018-11-17,X4HW4RN,MERCEDES,S600,2013,114468,6401,1885
2013-03-04,RC4FZPQ,VOLKSWAGEN,GOLF,2013,105516,2426,1011
2012-11-30,051H1L7,VOLVO,XC90,2001,21775,6177,571
2013-11-28,AEX3TC8,MERCEDES,S600,2002,77924,8072,667
2015-07-28,K7WPBJX,VOLVO,V60,2008,189442,109,1294
2017-07-14,8FXZS02,MERCEDES,A180,2002,23688,364,975
2015-01-15,5N80P4B,VOLVO,S60,2008,8658,1142,336
2016-10-07,TJF3ISZ,FIAT,FIORINO,2008,135752,9488,336
2019-01-31,XQ1FHOA,VOLVO,V60,2009,1279,3521,1012
2012-03-21,Y1CYCY6,VOLVO,XC90,2008,64024,1244,424
2010-11-07,Y4Q42HZ,FIAT,MAREA,2003,84564,5653,1252
2018-07-22,57GSJ2E,FORD,FIESTA,2011,174770,4754,1973
2016-01-26,32CUWRM,FIAT,MAREA,2004,186063,1862,506
2013-05-26,BAQI4ZL,MERCEDES,A180,2001,86157,5353,1032
2015-01-23,3ZUU9PS,FORD,FOCUS,2015,5711,6721,1797
2020-05-02,MR955DG,VOLVO,S40,2002,40085,4056,1777
2010-12-19,6QXGJOL,FIAT,ALBEA,2006,43673,211,1163
2013-05-20,Y9YJAH4,VOLKSWAGEN,PHOETON,2008,166453,4481,1879
2019-04-26,0J7QJNH,FORD,ESCORT,2006,136737,7431,802
2017-12-19,S6DDYY4,FIAT,DOBLO,2017,22143,1562,1920
2013-01-29,67KLS5E,VOLKSWAGEN,PHOETON,2007,94795,3927,1446
2014-06-23,B79I7QK,FIAT,EGEA,2013,89737,7872,1723
2010-02-22,XDSYCJ6,FORD,FIESTA,2010,121115,7316,1690
2011-02-06,3POQD3L,VOLKSWAGEN,POLO,2005,31214,3100,1248
2014-10-29,4MX2AYB,MERCEDES,C180,2005,162175,3946,461
2014-02-15,BGFO7MM,VOLVO,S90,2011,128680,4739,1179
2013-10-22,CDIKXL9,VOLKSWAGEN,SCIROCCO,2007,31126,6153,1382
2019-03-06,UN6AKH8,VOLVO,S90,2011,132781,2775,319
2013-08-21,NMJJZL8,FORD,ESCORT,2006,100981,7932,1219
2019-07-01,X04FVY5,FORD,FOCUS,2013,58759,7636,332
2017-12-27,9APDVNE,MERCEDES,A180,2002,63919,1906,1442
2019-09-10,SM5VT1B,VOLVO,S90,2014,100889,5609,930
2012-08-03,BKP3W3D,FORD,KUGA,2005,33161,8747,1514
2011-02-04,2MG0PAU,VOLVO,V60,2011,4434,5403,919
2020-05-23,03GU70S,FORD,KA,2019,44738,1424,1961
2014-07-10,CF3VTG3,VOLKSWAGEN,POLO,2008,182144,3632,477
2016-09-17,6SQ4UOP,FIAT,EGEA,2004,150878,5772,1049
2011-11-01,51F0AUZ,FORD,KUGA,2010,175251,4288,895
2019-07-17,QZLTEDV,VOLKSWAGEN,JETTA,2002,91305,4505,1097
2010-05-20,T0SE0U5,VOLVO,V40,2008,175307,8746,1283
2015-03-25,GAY3ASL,FORD,ESCORT,2004,63358,6035,799
2019-08-21,3EKVWVK,FIAT,ALBEA,2018,77842,7599,962
2016-03-14,92QGL1O,FORD,KA,2004,61673,274,1031
2017-02-05,UFJOU5L,MERCEDES,C180,2008,50129,6767,685
2014-08-15,XPXGABP,VOLKSWAGEN,GOLF,2010,67359,8916,1857
2017-03-23,NEJWHPI,FIAT,MAREA,2009,113667,9741,1104
2013-04-14,TRW74H2,VOLKSWAGEN,PHOETON,2001,24045,7019,924
2017-07-07,C829LJA,MERCEDES,C180,2004,112185,7740,1698
2015-12-12,MA7B0KU,VOLKSWAGEN,GOLF,2010,112930,2734,802
2015-11-13,DVM7CVY,FIAT,EGEA,2010,103852,2804,286
2017-01-27,3324FE7,MERCEDES,S350,2010,34672,3321,1212
2016-09-19,4ZA9IZE,VOLVO,S40,2004,120889,6901,857
2013-07-14,UBA46LM,VOLKSWAGEN,PASSAT,2008,77743,2988,1882
2011-06-28,IXZYUTJ,VOLVO,S40,2010,90137,3593,1186
2020-02-20,CCFINCR,VOLKSWAGEN,POLO,2001,184599,6315,806
2015-04-18,X9E9LZR,FIAT,SPIDER,2010,125310,3272,1365
2018-01-26,MHREQ89,MERCEDES,E200,2012,149488,8156,474
2010-03-05,X18FXCY,VOLKSWAGEN,POLO,2001,73562,6863,650
2018-07-31,OQ4S80Y,FORD,KA,2012,40779,3730,1766
2013-03-20,M2WXGEF,FIAT,LINEA,2000,161124,9805,1642
2013-08-05,RFJJ0UQ,VOLKSWAGEN,SCIROCCO,2008,88699,3751,1689
2011-01-29,980YRT6,FIAT,MAREA,2007,194261,5728,1902
2014-10-03,DPBGW09,FORD,KA,2004,185109,427,1758
2013-04-06,D8DW4T4,VOLVO,S40,2007,199359,8951,584
2017-10-21,BACDBNT,FORD,FOCUS,2012,140489,5128,1362
2013-12-07,2KIYTPL,FIAT,FIORINO,2006,32224,6291,1126
2016-08-09,GTMQ24M,FORD,MONDEO,2007,180209,1022,1925
2018-07-26,PTG5PEV,FORD,KA,2000,137077,3520,1987
2013-02-09,TD6C0HI,FORD,FOCUS,2006,84058,8855,1096
2012-12-25,FF48V14,MERCEDES,E250,2003,94372,7351,1947
2014-12-18,8IZCOEE,VOLKSWAGEN,SCIROCCO,2014,49960,2489,1546
2016-09-09,5MWH4ZL,MERCEDES,S350,2011,133568,4958,935
2016-05-15,842F4LK,VOLVO,XC90,2009,185614,1797,523
2016-11-09,NEWPK4S,VOLVO,XC90,2007,185732,200,950
2018-10-19,XHJYQUZ,FIAT,ALBEA,2011,174496,9243,1457
2010-01-07,VEQL5P2,FORD,KA,2005,160341,4115,430
2019-10-28,E2292OJ,VOLVO,V60,2013,150966,5009,1441
2016-01-05,VUJGKOK,FORD,FOCUS,2004,31692,3508,1889
2013-09-08,J0L5QXO,VOLVO,S40,2000,74996,1614,1441
2013-07-30,9MEFIN3,VOLKSWAGEN,PASSAT,2013,129191,2269,1068
2014-02-08,P65AVNE,VOLKSWAGEN,POLO,2001,123962,7194,920
2012-06-03,W3091E2,MERCEDES,S350,2010,33585,6282,1472
2019-02-19,3T0CHG2,VOLKSWAGEN,POLO,2018,1459,289,455
2017-01-14,KICIZTF,FIAT,EGEA,2001,124528,7508,276
2020-03-16,BPN3BBZ,VOLKSWAGEN,SCIROCCO,2002,178968,4734,446
2017-12-28,QCA8OA6,FORD,ESCORT,2006,50882,7033,2000
2017-03-08,ISAIYAE,VOLVO,S60,2009,10313,8710,1668
2016-07-01,IOBG7AJ,MERCEDES,S350,2013,172056,4401,989
2012-10-27,R2ZZ7OJ,FIAT,DOBLO,2007,8112,2907,608
2016-06-19,18A5GLL,VOLKSWAGEN,GOLF,2016,101727,8320,922
2011-11-18,1EPW34Q,MERCEDES,C180,2004,79203,9990,1299
2014-06-29,4C91Y9N,FORD,KUGA,2014,73647,8127,932
2020-04-23,KA5UBS9,FIAT,FIORINO,2012,26991,1866,858
2013-01-28,HUMKS3V,FIAT,FIORINO,2008,107064,9148,1675
2014-07-24,5R5FNT1,MERCEDES,E200,2002,177579,7241,807
2017-06-16,PJGYF4Y,MERCEDES,S600,2009,18651,7750,1606
2012-01-02,7IPI2M7,MERCEDES,S350,2004,117858,375,1147
2017-09-01,0E0XSKT,VOLVO,XC90,2010,121932,8022,568
2015-06-09,5PYK9I0,MERCEDES,S350,2013,50650,9031,1412
2019-12-22,FN1YWVS,FIAT,DOBLO,2002,141743,5435,537
2017-02-26,51YOEHS,MERCEDES,A180,2002,143003,3051,552
2016-03-03,2I5YOR7,FORD,ESCORT,2003,198252,9589,718
2012-03-30,K5K5Y3R,VOLKSWAGEN,JETTA,2010,184677,2672,1026
2017-10-11,VWQJB56,VOLKSWAGEN,SCIROCCO,2003,50007,2448,704
2014-09-28,Y1CJLMA,FIAT,LINEA,2007,105757,3997,1080
2012-05-21,OVWFG7B,FIAT,SPIDER,2007,167657,6866,1187
2019-12-23,0U43GTE,VOLKSWAGEN,GOLF,2006,88247,6944,1554
2014-09-14,BU7WZ5H,MERCEDES,S600,2006,58788,5505,928
2020-03-12,9QKPASF,MERCEDES,C180,2018,17165,2523,1391
2013-12-29,Z6PH68N,VOLVO,S90,2005,162621,5602,980
2016-03-12,NFMQ91K,FIAT,DOBLO,2007,147247,9271,651
2012-08-08,1NW8BJC,VOLVO,XC90,2006,168453,6756,1948
2011-07-21,U02RGFD,FORD,KUGA,2000,94594,1392,1806
2013-03-28,EN8PBF4,VOLKSWAGEN,SCIROCCO,2008,137471,4328,1413
2016-09-07,M7VFXFY,MERCEDES,S600,2016,128628,2331,738
2015-08-31,7PQY4EY,VOLKSWAGEN,PHOETON,2008,24868,2362,1759
2012-03-08,YM8E0P1,VOLVO,V40,2003,124418,3331,989
2011-08-06,TQLWPQ6,VOLVO,V60,2006,47583,737,386
2010-04-06,H5MPB78,VOLVO,XC90,2001,142470,5181,1473
2017-10-30,W3EOANA,FIAT,FIORINO,2006,143893,5831,1620
2012-11-07,JSOUC0G,FORD,ESCORT,2012,17194,8125,1523
2016-02-19,6XHT34C,VOLKSWAGEN,POLO,2002,47452,3966,1318
2016-11-30,NBRQEET,VOLKSWAGEN,JETTA,2004,62804,2920,1029
2015-08-11,9DHZ8SV,FORD,FIESTA,2007,9568,8423,1419
2017-10-05,TCXC4LO,MERCEDES,S350,2003,40184,8230,1863
2014-10-22,X8LVA92,FORD,KUGA,2000,52577,904,1618
2016-05-22,QHCKBID,MERCEDES,S600,2006,40589,1667,700
2017-07-18,91NKMM9,FORD,KA,2007,159916,2454,623
2015-10-04,6TEFSON,VOLKSWAGEN,SCIROCCO,2002,175195,6734,1060
2011-12-18,V2AVJQZ,VOLKSWAGEN,SCIROCCO,2006,11509,8450,1065
2011-05-12,QVK608M,FORD,FIESTA,2003,50686,6072,348
2018-07-19,B62LSY2,VOLVO,S90,2002,47604,990,435
2013-07-12,47VSFID,VOLKSWAGEN,PHOETON,2001,61020,7292,271
2016-07-21,MXGWSPX,FORD,KUGA,2002,56098,2054,1456
2017-08-02,CAVWVLY,FIAT,EGEA,2009,143071,4641,843
2018-04-29,80L5WHW,MERCEDES,E200,2016,116480,8739,1224
2013-12-14,FOGBF2A,VOLVO,S40,2013,153381,4372,421
2014-10-10,6HTCSLH,FORD,MONDEO,2001,134767,8646,848
2019-02-05,547MD4O,VOLVO,V40,2018,37171,8073,1715
2014-01-15,CEESXG3,VOLVO,V60,2013,54724,4115,1935
2011-01-24,1RQTZDD,MERCEDES,S350,2000,116350,3486,1046
2015-05-06,OVY7OSC,FORD,FIESTA,2005,32011,1199,638
2012-06-02,OT6ZUAC,FORD,FIESTA,2001,67989,2578,1628
2016-02-02,3WCFHWS,VOLKSWAGEN,PHOETON,2001,186572,6305,313
2010-07-08,HNQA97N,MERCEDES,E250,2009,87690,4244,1746
2018-07-07,5FJ62VZ,MERCEDES,E200,2009,66825,6744,1531
2016-07-17,8AHRWF3,FORD,ESCORT,2000,104360,2381,963
2020-03-09,GKZC2JP,MERCEDES,S350,2016,89586,7151,1631
2013-06-30,NYA95LD,MERCEDES,C180,2002,188490,4904,723
2012-04-08,NESUQNA,FIAT,EGEA,2002,41916,1993,1744
2010-03-01,0U5PKDT,FIAT,FIORINO,2007,74573,4009,1324
2015-07-02,FQSLLKZ,VOLVO,S90,2013,91055,2414,428
2016-05-24,H5GZ93B,MERCEDES,S600,2002,77657,5837,887
2011-03-27,94WGRRE,VOLVO,S90,2007,112286,1506,798
2016-10-20,1KZ256Y,MERCEDES,E250,2007,124461,9408,1409
2014-11-14,5QQSHMU,FIAT,MAREA,2013,188391,8009,903
2010-07-27,RH8MJ4A,FORD,FOCUS,2005,157263,7788,852
2010-05-25,S1JFEKG,FORD,ESCORT,2003,97298,7238,1186
2013-04-10,TPZ50EX,FIAT,MAREA,2000,138504,9989,948
2015-02-24,4BV67ZR,FORD,FOCUS,2006,71468,3867,1815
2019-09-10,QC9EAB5,VOLKSWAGEN,PASSAT,2005,61030,7085,1046
2013-07-21,LWYQU52,FORD,KUGA,2006,71755,4563,923
2016-05-29,O61J3FD,FIAT,LINEA,2012,15701,7348,1396
2015-07-05,6UR6181,MERCEDES,S350,2012,89907,1250,1421
2014-10-12,M55ILMV,FIAT,MAREA,2012,158153,7200,587
2017-06-04,HITIGW0,MERCEDES,E250,2014,155236,8356,834
2018-08-21,C22SNB3,VOLKSWAGEN,PASSAT,2013,79441,3109,481
2020-01-14,A83DFM3,FORD,KUGA,2020,69341,6858,1923
2016-11-16,04BZ9VY,VOLVO,XC90,2001,148750,135,1826
2015-10-28,UX8I9DY,FORD,MONDEO,2001,15617,5949,1703
2012-02-21,4FCB6LR,VOLKSWAGEN,JETTA,2009,48371,4744,999
2011-05-10,4TVH5L2,FORD,KUGA,2004,25456,3133,401
2017-04-08,G8E4AXC,VOLVO,XC90,2012,77955,8821,1720
2013-11-19,UIQ0UBF,FIAT,FIORINO,2010,89538,6794,768
2014-08-05,OOTQXE6,MERCEDES,C180,2002,1275,8034,1038
2016-07-11,J2FITD6,FIAT,SPIDER,2005,103763,8161,1889
2012-10-30,W0AQ4S1,VOLVO,V60,2002,87452,3040,402
2010-11-12,QWGASW7,VOLKSWAGEN,SCIROCCO,2010,6962,8473,1277
2018-01-12,T5HTW7C,FORD,ESCORT,2015,84106,8545,604
2013-03-01,7BRACKJ,FIAT,FIORINO,2010,158959,5738,1200
2014-07-03,MIRQAK7,FORD,KUGA,2013,190657,8791,1940
2016-04-27,RUECA79,FIAT,MAREA,2013,162235,1050,1129
2015-05-10,K83M4SO,FORD,FIESTA,2000,41929,9601,1592
2013-10-18,RBUTIXF,VOLKSWAGEN,POLO,2004,173348,2564,1608
2018-01-05,AOZYR9R,FORD,ESCORT,2010,75205,8287,1089
2018-05-03,LYXTI1K,FIAT,DOBLO,2003,92486,9423,256
2014-11-09,BRYGUU3,FIAT,MAREA,2003,76494,4644,1301
2012-07-13,JCG3OJE,MERCEDES,E250,2004,191973,4579,1989
2018-01-22,1M2ELPM,VOLVO,S40,2000,6385,6557,647
2017-08-20,ZBJVCRB,FORD,FOCUS,2014,118777,94,780
2010-01-10,NMCDZTR,VOLVO,S60,2010,43482,2697,1557
2013-03-22,HADC37C,VOLKSWAGEN,PASSAT,2001,10412,7546,1995
2015-12-02,WYFS34S,VOLVO,S90,2006,115216,1291,1082
2011-08-08,YL39BZU,VOLVO,S90,2005,14723,354,1363
2017-04-05,N4W3SZC,MERCEDES,C180,2005,21104,9619,1243
2019-07-23,48ILVW5,FIAT,MAREA,2007,191315,8401,1647
2013-02-12,10JV2J2,FIAT,DOBLO,2003,32202,967,1216
2014-07-04,1E9PGKJ,MERCEDES,A180,2011,198221,9521,1304
2015-02-07,SO13MII,FORD,MONDEO,2002,24230,8013,1113
2020-04-27,MLOT452,VOLKSWAGEN,PASSAT,2017,29258,4228,802
2018-08-06,IQ6TV29,FIAT,SPIDER,2004,146936,5847,864
2016-02-27,NBWGIY0,FIAT,SPIDER,2010,115859,8223,1246
2014-01-16,2F4FLJ9,MERCEDES,E250,2005,4720,5711,1926
2013-12-26,MPFCDUX,VOLKSWAGEN,POLO,2001,183548,1233,1001
2010-04-29,LLVK0NU,FORD,ESCORT,2008,127185,9112,1940
2011-01-31,4P1W7UF,FIAT,DOBLO,2003,108427,7712,1888
2019-07-22,QRBE3NG,VOLVO,XC90,2003,46436,3077,1542
2018-05-15,L035DWS,FORD,FIESTA,2000,177300,5040,1169
2013-05-30,9MHYDB4,MERCEDES,S600,2003,167669,8933,950
2014-08-13,QRS98N1,VOLKSWAGEN,JETTA,2010,183043,692,898
2014-07-14,JK7TE5C,MERCEDES,S600,2012,195115,2086,1957
2019-09-15,YVTZV73,FORD,FOCUS,2004,192532,9830,1516
2013-11-07,V7JSQL3,MERCEDES,S600,2002,167343,5160,1654
2014-12-27,CLAXT9L,MERCEDES,E250,2007,75885,9139,1419
2015-09-21,Z1AIEY1,MERCEDES,S350,2002,51034,5973,698
2017-01-30,4JTSSZ8,VOLKSWAGEN,SCIROCCO,2005,107442,9451,414
2015-05-28,Y3RTPPF,VOLVO,S60,2012,178732,2597,1955
2018-04-26,LZ8D94B,VOLKSWAGEN,GOLF,2006,53130,8169,1634
2013-06-21,P1YWGHT,FIAT,MAREA,2006,11791,6641,1623
2016-07-17,S0Q33SY,VOLKSWAGEN,PHOETON,2008,68011,2445,1565
2019-09-03,CENUC81,VOLKSWAGEN,PASSAT,2010,36849,4574,1010
2018-10-02,ZGP0VX5,VOLVO,S40,2012,153019,4064,1521
2012-06-08,9JAC346,FIAT,EGEA,2004,99118,4958,1665
2018-08-08,X06D553,VOLKSWAGEN,POLO,2010,48712,740,1963
2016-05-13,25MARSF,VOLVO,V40,2009,94409,8790,1933
2014-09-29,1WPLALD,FIAT,DOBLO,2011,103224,6562,1438
2020-03-27,W0FH0SW,FORD,KUGA,2012,193445,7970,706
2013-03-08,6AH6JN3,VOLKSWAGEN,POLO,2010,46265,7008,1804
2015-11-21,PKHS1VS,FORD,ESCORT,2003,31624,655,992
2016-03-23,EUCDAFH,VOLKSWAGEN,SCIROCCO,2002,185232,3456,381
2020-04-07,YAP8G5G,MERCEDES,E200,2018,160887,7853,525
2013-01-07,XVU7YT3,FIAT,MAREA,2010,176603,4303,439
2015-11-01,NGBEGV3,MERCEDES,S600,2013,116136,4256,1809
2018-08-09,G3FXPJR,FORD,KUGA,2000,116218,590,1644
2015-06-17,EY9D8KZ,VOLKSWAGEN,JETTA,2003,192713,9485,771
2011-02-27,IKD2M7E,MERCEDES,A180,2001,148477,534,1801
2018-02-18,XB28QNK,FIAT,DOBLO,2008,21660,3221,1539
2011-04-25,49V6J63,VOLKSWAGEN,PHOETON,2005,14940,5972,786
2016-08-30,A2D807V,VOLVO,S90,2010,74944,4972,967
2016-07-30,4O8MGQY,FIAT,DOBLO,2010,18696,5685,645
2011-11-10,I7V2DL7,FORD,KA,2002,73872,93,936
2015-04-01,PO5X4MI,FORD,ESCORT,2013,166119,1389,1994
2018-06-13,H8LABNQ,MERCEDES,S350,2015,41594,3661,1491
2010-07-27,4V6QCAN,MERCEDES,S350,2010,94880,5101,1251
2010-10-18,ZVYH9O9,VOLVO,S60,2005,129252,5967,1943
2016-01-24,O853BIB,VOLKSWAGEN,PHOETON,2015,112703,3994,1616
2018-10-02,YTDBD5S,VOLVO,XC90,2011,7014,9048,1347
2014-06-30,HT4S9DC,FORD,FOCUS,2011,71800,9021,1002
2014-03-29,403VUTP,VOLKSWAGEN,PASSAT,2010,121796,9028,622
2011-01-19,GEVTKV6,MERCEDES,E250,2001,138278,7794,290
2015-05-19,FYFLTV5,MERCEDES,E250,2009,186494,4626,1552
2015-12-07,ZFTFMZ2,VOLKSWAGEN,POLO,2015,123546,8114,377
2017-03-16,1EHMU56,VOLVO,S90,2015,127048,387,1313
2010-11-12,ZOO0DG7,VOLVO,S40,2009,104851,257,718
2013-09-26,A912Z3I,MERCEDES,S600,2010,45380,1313,907
2013-10-05,CNY0R75,VOLVO,XC90,2009,179706,9918,1694
2013-06-08,V3DXVJF,FORD,MONDEO,2005,2130,1460,860
2015-09-17,4F0VGRB,VOLVO,V40,2007,110389,7262,1977
2013-04-09,IR5YYRF,FIAT,FIORINO,2010,70917,5028,1049
2018-10-14,SWIX5U9,VOLKSWAGEN,GOLF,2009,155965,3733,354
2015-11-11,XAKN6MJ,VOLVO,S40,2013,122064,517,1813
2012-05-20,OFFJ7OP,FIAT,DOBLO,2000,29673,3018,1185
2017-08-19,WSYCPL1,FIAT,DOBLO,2008,13549,343,672
2018-02-24,XGKJTUY,VOLVO,V60,2002,144627,1429,408
2013-06-05,2WNG7PW,VOLKSWAGEN,SCIROCCO,2004,140752,1990,1473
2010-03-11,O5JLXM8,FIAT,FIORINO,2006,35594,6228,1672
2014-12-03,JQTB6ZU,VOLKSWAGEN,GOLF,2003,164517,1892,379
2017-04-08,HGDSZI9,MERCEDES,S600,2003,81375,1935,961
2015-05-19,PF3WU0H,FIAT,SPIDER,2015,127875,5596,1547
2011-01-11,08DTBB5,VOLVO,V60,2002,115180,6939,1836
2018-06-27,WCZ2M7O,MERCEDES,A180,2017,108589,3522,1851
2013-11-01,5TICZ7K,VOLKSWAGEN,PASSAT,2005,198438,9984,910
2019-12-03,6LN2F2X,FIAT,EGEA,2005,109954,2573,1658
2019-10-27,9QUCH3S,VOLKSWAGEN,PASSAT,2010,151208,9954,1043
2013-03-21,FASQLRD,MERCEDES,S600,2005,109585,2273,1429
2014-07-24,V6JAP5F,VOLVO,S90,2005,183868,8923,815
2017-01-28,CBIQMEP,FORD,FIESTA,2006,50772,6312,1876
2010-12-04,UC6ZHQH,FORD,ESCORT,2009,113932,5984,992
2015-09-15,APWK4W5,VOLVO,V40,2005,1333,2205,855
2017-05-02,5BQSYSN,MERCEDES,C180,2014,176141,8370,514
2013-12-07,22I6BK1,MERCEDES,S350,2002,47286,6837,1208
2014-06-28,DWT8E7M,FIAT,DOBLO,2014,111341,2739,452
2018-06-01,YO4S8PP,VOLKSWAGEN,GOLF,2008,111815,8041,628
2013-03-14,8TRXCBB,MERCEDES,S350,2007,26197,9385,1421
2015-05-22,Y31XZ69,VOLVO,V60,2008,150785,671,1338
2012-02-28,HK6LDD4,VOLVO,S60,2004,76943,4690,852
2013-05-27,UOAR9V0,FIAT,FIORINO,2001,49996,5864,1588
2020-04-03,VSHSYKV,FORD,FOCUS,2006,54201,8651,1647
2020-01-27,WPHT0XT,MERCEDES,A180,2013,153276,4317,611
2018-06-03,5EX6SPK,FIAT,LINEA,2007,176324,7494,1040
2018-01-08,TL5UCGB,MERCEDES,C180,2010,145242,6459,1029
2015-01-11,WZBU422,FORD,ESCORT,2014,150177,1044,1322
2013-11-11,OSO1XNG,FIAT,ALBEA,2007,44137,2714,1161
2015-03-20,X1C65SP,FORD,KA,2008,77375,6075,1160
2012-02-06,MDMP648,FIAT,DOBLO,2003,160454,6706,617
2017-06-10,WO4W3QE,VOLKSWAGEN,PASSAT,2016,31619,6349,721
2018-04-27,RCG15AI,MERCEDES,C180,2018,31514,6533,1681
2011-06-26,2ZBLQJ4,FORD,MONDEO,2004,183684,5321,873
2013-04-16,GY2CHDN,FIAT,SPIDER,2000,150573,9960,1372
2013-12-22,0ZCCT43,FORD,FOCUS,2004,88212,809,1490
2020-01-08,4TUI08P,VOLVO,V40,2002,57319,1709,1171
2013-01-07,9JC2OC5,MERCEDES,S350,2013,138319,5122,1678
2014-01-14,GV0SO02,VOLKSWAGEN,PASSAT,2006,75235,6631,579
2014-06-28,01ZBGB0,VOLKSWAGEN,SCIROCCO,2003,87626,7443,1214
2016-12-12,CPVFLJT,FORD,FOCUS,2013,12182,9798,616
2017-10-27,UBE8U8T,MERCEDES,S600,2005,164928,3059,1749
2019-05-31,1HYBGBJ,FORD,KA,2016,87136,3445,1147
2019-01-10,L2JBWSY,VOLVO,S40,2016,18374,3547,1667
2012-10-21,3TQCK6V,FORD,ESCORT,2008,188464,8311,1160
2016-08-15,A9LK3VJ,VOLVO,S90,2013,17564,8916,621
2018-02-05,JCCRRTC,FIAT,SPIDER,2015,29243,4054,856
2019-03-10,NZGPULS,MERCEDES,C180,2002,146518,4052,923
2018-07-15,Z4ZP3JN,MERCEDES,S350,2008,180963,4077,1392
2011-07-26,G274KJG,MERCEDES,A180,2008,64679,9118,780
2015-07-27,4K7VFQA,VOLKSWAGEN,POLO,2000,190076,5035,1589
2019-12-01,PK8Y2NY,FIAT,DOBLO,2009,159933,2405,1041
2013-06-07,X8Y5M15,FIAT,ALBEA,2005,186585,6119,368
2014-03-14,YRFZGG8,FORD,MONDEO,2001,114128,2968,1688
2016-11-01,LM4QCCA,FIAT,MAREA,2015,82959,9450,1202
2018-05-28,LGGWBA7,VOLKSWAGEN,GOLF,2011,105737,4596,402
2011-11-25,4EM5UA0,FORD,KUGA,2008,33900,3227,796
2017-08-10,L1VCUZV,VOLKSWAGEN,JETTA,2014,50061,4875,1790
2013-03-29,UB1SFPT,VOLKSWAGEN,SCIROCCO,2009,187530,9359,1350
2012-07-05,C82CT02,MERCEDES,S350,2011,65788,6484,469
2015-12-11,ENBCLOB,VOLKSWAGEN,JETTA,2001,196443,7113,1613
2019-01-05,Z2F97M9,MERCEDES,E200,2010,109113,628,489
2019-11-20,H4TJBT3,FIAT,DOBLO,2004,94717,9359,1220
2017-08-09,IM1YJTN,VOLKSWAGEN,JETTA,2010,125659,8058,660
2013-04-24,3N153SB,FORD,FIESTA,2007,68371,5112,1610
2011-04-01,FZHEOJX,VOLKSWAGEN,JETTA,2000,32881,6510,904
2015-12-24,0LT7LTW,FIAT,EGEA,2002,193927,4484,388
2010-11-06,P1NNG4W,FORD,FOCUS,2009,189167,6590,1178
2014-03-21,DNNFIT6,VOLKSWAGEN,PHOETON,2013,9112,3015,304
2012-06-13,5NXCD4L,MERCEDES,S350,2010,100967,9421,975
2016-02-04,DFX18OU,VOLVO,XC90,2014,198086,7211,675
2017-04-26,MF2E1WD,FORD,MONDEO,2000,65848,7847,817
2013-11-28,HIBHZQK,VOLVO,XC90,2000,191234,9138,829
2016-02-23,OD6AHBJ,FIAT,FIORINO,2008,144545,4651,1049
2010-05-25,YSHUYRP,VOLKSWAGEN,JETTA,2000,3060,7441,1734
2018-01-05,RTJG97D,FORD,MONDEO,2011,106131,1318,1549
2010-05-02,NVT4VXG,VOLVO,S90,2009,144915,7052,1081
2015-09-17,W9J9M1S,FORD,MONDEO,2011,145811,5088,702
2020-03-21,85U1AXD,FORD,KA,2001,74311,6428,1161
2018-02-24,NSKIMWB,FIAT,MAREA,2004,126511,3059,861
2011-07-17,QAY3NB6,MERCEDES,E250,2008,87337,2024,583
